Sentence,Tense
d you do you see the doggie back there,1
did he bite you,2
look on the back of Bozo,1
oh he's looking happy,1
Adam Smith,0
how many cookies do you have over there,1
fourteen,0
because you'll break it,3
no,0
where's your cup,1
Adam what are you doing,1
Adam what are you doing,1
I think he said here we go,2
he's sleeping,1
I been chug,1
I've been chugging I guess,1
you're turned over,1
you're not tired now you're just crying,1
you have some,1
would you ask him,1
would you ask him if he'd like some more,1
like some ones,0
he doesn't want a cookie after you've had your dirty fingers all over it,1
take it out_of your mouth and just pretend,1
when you pretend you don't put it in,1
how many doughnuts do you have,1
nobody simply asked you to put doughnuts the library,2
how many cats,0
three cats,0
well don't do it on that,1
you write on paper Adam,1
you can't since write on paper,1
funny like what,0
before what,0
before me,0
you woke up at fourteen o'clock,2
I'd like to know what time fourteen o'clock is,1
my clock only goes to twelve,1
now what kind of clock do you have that goes to nineteen,1
oh it goes to fourteen,1
I don't think he knows that,1
oh well I look at the watch,1
Adam how do you know,1
you're not spaghetti,1
what are you,1
spaghetti on your leg,0
don't let it fall,1
because you'll spill it,3
here me comes,1
what happened to I,2
what noise,0
no more,0
I think you've had enough,2
no I've had enough and I think you've had enough too,2
oh no I've finished mine,2
you may have some water,1
you don't want some water,1
you don't wanna like water,1
oh you want another water,1
it's good for you,1
you're burned no more,1
son,0
grandson,0
what about grandson,0
whose grandson are you,1
you're not grandson you're Adam,1
well you must be somebody's grandson,1
whose grandson are you,1
thank_you,0
Adam don't throw those,1
remember,1
yes,0
you don't wanna remember,1
baseball,0
baseball,0
you stepped on your cowboy hat,2
be careful,1
here it is,1
what happened,2
what happened,2
you hit who,2
ask Cromer if he wants some coffee,1
some what,0
did you ask Cromer if he wants some,2
did you ask him if he'd like some coffee,2
okay thank_you,0
look,1
how do you know that's coffee,1
what are you writing,1
Captain_Kangaroo,0
what does Captain_Kangaroo write,1
oh he writes with a pencil,1
what,0
that's green,1
you need some,1
why don't you sit down there on the floor and write okay,1
you're Adam,1
I won't step on your candy,3
wait Adam,1
now you've spilled a whole cup of sugar almost,2
would you like one cookie Adam,1
two,0
okay,0
do you see the post man,1
what,0
horn coming up,1
now what's the doggie doing,1
he's eating what all up,1
you're having spaghetti,1
what is it,1
can you look in it,1
see you,1
no you don't,1
go and ask Urs what you watch through a telescope,1
no close it and turn it over,1
what were the magic words that Urs said,2
with a beard,0
turn it over,1
and say the magic words,1
what are the magic words,1
you didn't say the right magic words,2
close it and try again,1
turn it over,1
now rub it,1
what are you doing,1
what,0
put the cookies back on the table so Urs and Cromer can have some,1
Adam where are you going with the cookies,3
mhm,0
under the chair with your telephone,0
careful Adam did you hit Urs,2
no you didn't hit me,2
she's funny,1
tractor,0
your bunkhouse,0
no it's over there,1
where's what,1
your washing machine,0
is that what you said,2
I think it's behind the door,1
behind the door,0
in the box of toys behind you,0
is it in there,1
I thought you said it was in there,2
you're looking for it,1
there it is,1
right in my lap,1
that wasn't a dime,2
that was a penny,2
it's on the floor,1
didn't you see the penny,2
turn it over and say the magic words,1
is that right,1
did you turn it over,2
I don't know,1
you hafta ask Urs,1
you have some more,1
you spilled it didn't you,2
yes,0
over towards the door,0
the other door,0
careful Adam,0
thank_you who,0
magic words,0
where's the magic box,1
what does the big bad giant say,1
magic hand,0
do you remember that story,1
puppy,0
did you ask Cromer if he wants another cookie,2
I thought you were going to ask her if she wanted something else,2
one what,0
one piece of dirt,0
what is that,1
hm,0
no no Adam,0
what is it,1
Chocks are vitamins,1
she didn't say Chocks,2
she said chalk,2
I don't know,1
did you show Urs the puppet,2
she wouldn't frighten you,1
hello,0
you're tired,1
are you tired,1
what is it,1
you open it,1
blow,1
funny baseball I think he said,2
that's the other part of Urs game isn't it,1
you hafta wash it,1
how did it get dirty,2
what are you looking for in there,1
did you ask Urs,2
what is he making,1
airplane,0
what is it Adam,1
it can't be fixed,1
hm,0
okay you go back out there and I'll let you have it,1
I'm trying to put it together but I don't know how,1
hm,0
I know but it's not all together,1
you put it back together,1
mhm,0
when you take those it comes apart,1
you cracked it,2
down the meat,0
it turns like an airplane,1
hm,0
what's going around,1
propellers,0
hm,0
propellers are on airplanes aren't they,1
on an airplane someplace,0
when you see an airplane you see propellers,1
I don't know,1
I don't know,1
it doesn't look like it does,1
you can ride it,1
who's a strawberry,1
am I a strawberry,1
where is the ball,1
oh yes,0
there it is Adam,1
behind the kitchen door,0
did you have the ball in there,2
where's the ball,1
what happened Adam,2
don't what,1
why should I burn you,1
your what,0
wait Adam,1
what,0
did you say dance,2
wait you come around here honey,1
this is yours,1
no let him take his own,1
you don't know how much he wants,1
okay,0
do you wan  ask Urs if she wants some,1
no she said one,2
Adam how many cookies do you want,1
just one,0
yes,0
Adam did you say you're Urs,2
well then Urs must be Adam,1
you'll probably be a cowboy,3
where are you going with that cookie,1
what did you say Adam,2
please don't call you,1
why not,0
because Bobo's crying,1
why is Bobo crying,1
oh he's crying at fourteen o'clock,1
why,0
you were upstairs,2
and he was crying because you were upstairs,2
he wants you downstairs,1
he didn't want you to take a nap,2
you're dripping,1
you're sposta drink it honey,1
you don't eat it with a spoon,1
that's right,1
it's good,1
why do you say ssh,1
cowboy's sleeping,1
where's the cowboy,1
you don't know but you know he's sleeping,1
mhm,0
look on your shirt,1
cranberry juice on your shirt,0
that's why you should drink it,1
no you don't need water on that dear,1
you wanna smoke Camels,1
why do you wanna smoke Camels,1
I didn't say when I said why,2
yes what,0
yes Urs Paul,0
you're playing a new game,1
what is it,1
I don't know,1
you found it,2
where did you find it,2
oh magic words and it disappeared,2
what happens now,1
oh did you say the right magic words,2
is that right,1
did you turn it over,2
now say the magic words,1
then what happens,1
say the magic words,1
you ask Ursula,1
cowboy shale or cowboy Bill,0
cowboy Bill,0
don't put them in anyone's face,1
can you tell Urs what that is,1
no what's that in your hand,1
what is that,1
top to what,0
yes a baby carriage,0
are you finished,1
do you want some more coffee,1
oh are you eating a cookie,1
you like what,1
dancing,0
your spoon,0
you left it out on the table,2
don't burn you,1
fire truck,0
fire on what,0
on gun,0
is that where the fire truck has gone,1
can you put the fire out on guns,1
they wouldn't need a big fire truck for that,1
oh no he can't blow it,1
you blow it,1
you can blow,1
that's right,1
that's right,1
that's right,1
what's in it when you blow,1
some sugar,0
you blow it,1
come here and I'll show you how to do it,3
let me hold it and help you,1
hold it at the top,1
what are the colors,1
red yes,0
what color is that,1
hm,0
painting,0
what color is that,1
what color is that,1
what color is that,1
what color is that,1
red,0
no,0
hold it now,1
you managed,2
hopping to Missouri,0
that's a song,1
hopping to Missouri in the bag,0
Shadow_Gay is the horse that won the Kentucky Derby,2
how does he hop,1
what,0
airplane walk,0
two of them,0
you go talk to Urs,1
ask her why you put string on it,1
cowboy's going to shoot with you,3
what cowboy,0
he didn't say anything,2
soxy soccer,0
on my face,0
he saw some clowns at the circus throw pies,2
you're going to get out your game,3
what game,0
soxer,0
what's a soxer,0
saucer,0
no I say boxer,1
what did you say,2
come little fellow,1
you're going to wait for something,3
what did you say,2
good word,0
he doesn't want pie,1
you go back in the living room,1
come on let's go,1
oh what are you now,1
whoops,0
baseball,0
the song was daisy daisy,2
did you break one of the wheels,2
why did you do that,2
because Shadow_Gay did what,2
hugged you,2
you've already put sugar in yours so here's your right here,2
no that's enough then,1
thank_you,0
well she'll get her own,3
did you think she needs a helper,2
Adam,0
what,0
what man,0
oh,0
very best,0
alright,0
give me your cup,1
careful,0
don't drop it please,1
Jenny cup,0
what's a Jenny cup,1
what,0
what,0
presto,0
are you going to be little,3
when,0
why am I mixing the baby's chocolate,1
so the baby can drink it,1
oh you're Adam,1
no no,0
okay just a minute you hold that,1
here it is,1
see what happens when you put it in,1
if you wanna drink it,1
you're going to swallow it,3
careful Adam,0
you were playing with it and you spilled it,2
yes you did,2
you spilled it again,2
where,0
it's hot,1
no,0
because it will burn you,3
you like it,1
you broke another wheel,2
you're going to hafta buy another one and give it to Urs because you're breaking that one,3
because it doesn't go if you break it,1
no if you take those off the wheels will come off,1
no then it doesn't go if the wheels are off,1
are those airplanes just like,1
they are,1
I don't see any propellers on that one,1
are there any propellers,1
where,0
I don't see any,1
I guess I'm not looking in the right place,1
careful Adam,0
put your hand down and get it out,1
what she,0
oh Urs,0
well put your cup on the table there,1
well pretend that that's coffee okay,1
okay,0
what happened,2
your spoon got stuck,2
down your throat,0
why don't you take the things out_of your bag and you be Urs,1
you don't have anything in your bag do you,1
what name is it Adam,1
you're going to save it,3
until your birthday time,0
alright,0
give it to me,1
no put it on the table,1
you may break it there,1
do you wanna have a birthday,1
in what,0
oh you're going to let it cool on the stove,1
is that your stove,1
take him out,1
pull him out,1
let me see,1
what about water,0
how does the water get in here,1
I just put the driver in the back,2
drive what,1
drive by Main Street,1
you're so what,1
oh you're so tired,1
what about Urs and Cromer,0
no no Adam,0
no she doesn't wanna wear that hat,1
that's a boy's hat,1
a little boy's hat,0
yes and you're a little boy,1
you're not,1
what are you,1
you're Adam,1
Adam boy,0
how about boy Adam,0
oh it's cool now,1
it's not cool,1
why not,0
let's cool that time,1
you're going to wash dishes,1
well I'm afraid you're going to break the plate,1
if you break it then I won't have one,1
what did you say,2
soxer,0
let's go back in,1
yes,0
you're going to wait for me,3
alright,0
I'll come in,3
now I'll wait for you to come in,3
don't wait for you to come in,1
why not,0
because Urs is broken,1
how did she get broken,2
how did Urs get broken,2
broken on Thursday,2
you're coming with your what,1
something to show you,0
no don't pull your rubbers like that,1
no no,0
well that's alright,1
you don't hafta wear it,1
just don't pull your rubbers,1
put what on,1
I see why you didn't wanna come in,2
some child outside,0
they're playing,1
they're playing,1
I don't think they're fighting I think they're just playing,1
going to do what,1
you're going to do what,1
what,0
what is that,1
a word,0
what does that word mean,1
we don't need lights on,1
it's daytime Adam,1
we only need the lights on at night,1
because we have the sun,1
it's light enough without the electric light,1
electricity,0
you're a derrick,1
I don't think they're fighting,1
I think they're just playing,1
children outside,0
more what,0
no I don't think you need any more chocolate,1
well you still have your juice,1
okay,0
no,0
talk about what,1
alright talk about it,1
you're talking about the word,1
what does the word mean,1
it means dump you out,1
I don't know if it was pillow or Perro,1
what'd I say,1
oh nothing of importance,0
no he didn't,2
did you show her your game Adam,2
one of those matching games and he knew it all so he wasn't interested anymore,1
no,0
eat you cookie,1
take the game and explain it to Ursula,1
okay you're going to play with Urs,3
is that a b,1
there's one on the floor,1
they're firemen,1
where,0
outside,0
the children,0
Adam,0
I think you had more than two cookies,2
how many do you have,1
just two,0
you're patting him,1
did he fly,2
go play the game with Urs,1
well I thought you were going to play the game,2
well I can't change your diaper right now,1
you should have told Mommy you hadta go upstairs,2
right,0
why didn't you,2
yes why didn't you,2
I'll change your diaper later but not right now,3
why did I say not right now,2
you have two,1
well I don't think you needta eat these,1
I think you've had enough,2
I'll put them up here for after lunch okay,1
busy bulldozer,0
snap you,1
what do you mean snap you,1
eat it all up,1
the cupcake,0
no no don't put that in your mouth Adam,1
take it out,1
no if he goes in there he can't see where he's going,1
no don't pull it,1
what is this,1
his tail yes,0
I suppose that's something to keep his tail up when he hops,1
do you think he can hop to Missouri,1
oh I don't think so,1
Missouri's such a long ways away,1
hello Adam,0
talk to his mouth,1
what is that in his mouth,1
yes he has a tongue,1
just like Adam,0
he has two green eyes,1
just like Adam,0
just like Mommy,0
just like Urs Cromer,0
she's a lady,1
yes she's Urs,1
you're drawing a shadow,1
Adam you dropped one over here dear,2
no careful,0
you write with those pencils,1
thank_you,0
what color is this then,1
this is blue,1
that's not red,1
that's yellow,1
come and look at my pencil,1
I've got something interesting on mine,2
what is that,1
Bozo,0
that's not Bozo,1
what's on there,1
star yes,0
yes just like we saw on Captain_Kangaroo,2
does your pencil have numbers,1
zero,0
and what else,0
in the basement,0
it's for you,1
well what is it,1
did you finish drawing,2
okay you go back out and I'll bring your juice,1
and I'll bring your juice,2
skedaddle,0
skedaddle,0
it's a new word from one of his books,1
oh thank_you,0
is that a fireman,1
why don't you scoot out there and I'll come out in a minute okay,1
did you draw,2
what did you draw on the cup,2
some what,0
carby,0
what's carby,1
cowboy,0
what are you doing,1
good tasting what,0
why,0
I don't know unless we just read Little Miss Muffet curds and whey,1
what do you need,1
bring your cup and I'll think about giving you some,1
and I'll think about giving you some,2
you stay out there,1
well that's all you need,1
I did,2
you put a little chocolate and hot milk,1
it wasn't dancing,2
like this,0
tie what,1
your tail,0
where's your tail,1
in where,0
in your ear,0
where does it hurt,1
what,0
your tail,0
where,0
that's no tail,1
a piece of string in your,0
nose,0
airplane shoot who,1
I see you did,2
you spilled a lot didn't you,2
hm,0
I don't think there are any,1
Thursday,0
no I don't need any sugar thank_you,1
Adam,0
Adam no,0
you scoot,0
Adam no,0
did you tell Urs about that lion that was in your bed last night,2
I think you broke it,2
I don't know why you broke it,2
Adam I think you're missing your mouth,1
look at your shirt,1
does it tickle,1
oh did you tell her what color the lion was,2
what color was the lion,2
where are you Adam,1
do I want the lion to frighten me,1
no,0
oh I don't like to be frightened,1
we're going to turn the light on so you can see,3
what did we say about the light,2
I just took a nap before I came,2
took a nap just like Adam,2
you sing it for her,1
you sing it for her,1
oh no you have all the toys that were in there,2
well they're over there behind the door,1
what did you say Adam,2
it's in your bed isn't it,1
you're looking for it,1
did you find it,2
what that piggie,0
what's the piggie's name,1
did you tell Urs and Cromer about your trip on Saturday,2
when you went down to the Boston_Common,2
and what did you see,2
what,0
pigs,0
where did you see pigs,2
look like moto scooter,1
a motor scooter,0
well what were those big things you saw,2
you know Saturday when we saw some children on the water and you saw some dogs and squirrels and what else,2
another squirrel and what else,0
what,0
oh and what else,0
what about the mirrors,0
remember we saw those funny mirrors that you looked in,2
and you saw some big,2
cows yes,0
well don't put your knees down there on the bench,1
well come here and let me see,1
you just rubbed on the bench,2
sometimes it hurts to do that,1
sleep in the chair there,1
no I thought you were sleeping,2
aren't you sleeping,1
no,0
look at your shirt,1
what happened to your shirt,2
you got some chocolate on it didn't you,2
what,0
because you spilled it,2
because you weren't careful,2
because you were careless,2
you were careless,2
here it is,1
no I don't want you to drink it,1
because I'm going to drink it,1
because it's not good for little boys,1
yes ladies drink it,1
no because you're a little boy,1
what happened to your popcorn,2
it fell,2
no it didn't,2
snack,0
what did you do with your popcorn,2
didn't you give some to the,2
pigeons,0
did they like it,2
they're walking just like Adam,1
pineapple,0
what about pineapple,0
careful Adam,0
no Adam careful,0
I think it was a car,1
perhaps it was turning the corner rather fast and it made that noise with its wheels,2
some people like to drive like that,1
only hit Adam,1
oh no,0
only they hafta be careful not to hit anybody,1
yes careful not to hit Mommy,1
Mommy hasta be careful that she doesn't get hit,1
Adam hasta be careful that he doesn't get hit either,1
it would hurt,1
because you don't like to get hurt do you,1
you think you'd like to get hurt,1
then perhaps you'd hafta go to the hospital,1
yes Mommy would hafta leave you there,1
don't leave you,1
well you hafta be careful not to get hit and not to get hurt,1
you hafta be careful when you play,1
well you should be careful,1
oh yes I want you to be careful,1
do I want you to touch that,1
no,0
you're rocking your baby,1
Adam do you know why you like your blanket,1
yes it's blue,1
no the other one is yellow,1
Mommy has a yellow one,1
she has a blue one too,1
what's Urs doing,1
in what,0
rock_a_bye Urs,0
where's the moon,1
are you cold,1
yes but you shouldn't hit that should you,1
come on just a little more,1
your rocking chair walks when you rock,1
sounds like a combination of throw and,1
squirrel,0
let's see what's in here,1
a squirrel,0
well you let her see,1
she's going to show you something,1
would you like to have this letter,1
thank_you,0
that wasn't screaming,2
he was just crying,2
one for you,0
you missed somebody,2
did Urs get one,2
what did you give her,2
is that shaving cream,1
let me see,1
oh you shave just like a man,1
what is this I've got,1
what is this,1
a sun,0
what is that,1
no that's not Stripey,1
that's Colgate,1
no,0
open it up Adam and see what's in it,1
no,0
okay,0
did you tell me what this was,2
do you know what that is,1
who was that little boy,2
his name,0
what is that,1
bring some more,1
I don't think she has any more,1
what are they,1
yes,0
they are hangers,1
where does it go,1
do you know where that goes,1
where,0
what do you do with those,1
you've finished with those,2
wait wait,1
finished what,2
no I don't think it opens does it,1
show me please,1
you hafta stand up and do it,1
maybe you can fix it,1
can you try,1
please,0
do you know what it is,1
what is it,1
come on fellow,1
bring it here and I'll turn it for you,1
hm,0
pick what up,1
hold your hand way way up,1
go high as you can,1
now let go,1
okay,0
don't hold it with you,1
well hold your hand way way up,1
drop it down,1
now pull it back up,1
that's right,1
you're dumping he was dumping trash out,1
he was dumping trash out,2
that's your tie,1
can you tie your tie,1
no,0
okay,0
here's the string,1
yes it is turning around,1
it stopped,2
it feels a little like rubber I guess,1
I don't think so,1
I think it's all wood,1
but perhaps it's the paint,1
he comes,1
he who,0
he who,0
hold your arm way up,1
what is it,1
cardy,0
what is that,1
a word,0
I didn't understand the word,2
Adam,0
don't be so rough,1
okay let's go,1
right here,0
it's right here,1
drop it on you,1
why,0
why are you putting sugar in there,1
no more,0
do you want more juice,1
how can a cracker cry,1
crackers can't talk,1
you eat crackers,1
how can crackers talk,1
can bread talk,1
can bread cry,1
what kind of juice did you have before,2
who can't,1
hold your hand way up,1
what did you do,2
I guess it is Shadow_Gay the horse's name again,1
Shadow_Gay a horse,0
why did you get such a soft pillow to put your head on,2
what are you doing,1
he watches Miss Jean,1
Miss Jean,0
romper bomper stomper boo,0
I think that was Paul dropping his pacifier in the other room,2
what is that Adam,1
oh wheelbarrow,0
what's what,1
it sounded like I don't think it would be Simonize,2
why not,0
you need a little more,1
what are you doing,1
you have some thing to show me,1
oh that's who we thought it was,2
okay,0
Adam come back,1
oh that was very nice of you,2
what's what,1
careful it got caught around the chair,2
where's Cromer,1
where did he go,2
he went to the mountains for the summer,2
what,0
no Cromer,0
are you going,1
chewy chewy gobble,0
what are you drawing,1
helmet,0
what kind of helmet,0
me,0
oh you're drawing one for me,1
pen comes out,1
paint,0
what,0
shadow,0
Shadow_Gay,0
shadow what,0
what happens when you brush him,1
he rocks when you brush him,1
no no no write on the paper,1
pens are to write on paper,1
help,1
why did you need help,2
can't you do it Adam,1
you can do it even if you're big,1
no you do it this time,1
yes,0
you don't mean big,1
you're too little to do it,1
too big,0
you're big just like Mommy,1
where are you going,1
well there's your blanket right there in the box,1
behind you,0
behind you,0
are you tired Adam,1
did I wake you up,2
oh I'm so sorry,1
were you having a dream,2
no,0
you were just sleeping,2
what was the last work,2
I don't know,1
I missed lots_of that,2
that's right just like that,1
I'm not waking you up because you're not sleeping,1
wake you up,1
it's fourteen o'clock,1
is that time for you to get up,1
what time do you get up,1
well then it's time for you to get up,1
that's right,1
pull it up again,1
it's turning,1
tie the string,1
why are you sitting on it,1
I don't know,1
why are you sitting on it,1
because Shadow_Gay hugged you,2
don't you think it would hurt if a horse hugged you,1
if a horse hugged you,2
what,0
pines,0
do you know what pines are,1
what,0
that's right,1
the yoyo ran away from you,2
talk to Miss Jean,1
why did I put it there,2
because I thought you were sleeping,2
oh yes,0
yes it goes up,1
then what does it do,1
don't be silly pan,1
what happened in the kitchen,2
what broke,2
you fell down,2
in the holes,0
what kind of holes,0
your holes in the kitchen,0
I don't think you can put holes in the floor not with your head,1
I don't think it's hard enough,1
I'm not knocking you off,1
you're still there,1
if I had knocked you off you would have fallen on the floor,2
but you're still there,1
well are you ready to go to bed,1
why are you resting like that,1
you try it,1
why not,0
I see something on here,1
did you see any thing,2
what,0
yes what is that,1
well that was an a,2
I am not waking you up because you are not sleeping,1
because it's not time to sleep yet,1
alright,0
good,0
you feel better,1
that's very good,1
oh the other one,0
you gave him one before,2
wait,1
Adam,0
wait Adam,1
it's a leaf,1
no that's not a leaf,1
what is it,1
you look at it,1
what do you think it is,1
yes,0
ask her what kind of feather,1
you do it,1
okay,0
no not that one,0
do you want me to put this on you,1
you fell and broke your head,2
what was that word you said,2
was it weeks,2
what does she look like when she puts this on,1
like a boy,0
no you put it on,1
you're going to show it to her,3
you're just thinking,1
what're you thinking about,1
about the leaf,0
that's not a leaf that's a feather,1
feather,0
why would you put it on the door,1
no no no,0
because that's Robin's,1
no it's David's,1
no it's David's,1
well she's trying,1
she can't blow it,1
that is Ursula's,1
there's a little air in there see,1
you cannot blow it when there's a knot see,1
what do you think that says,1
that says puppy,1
oh yeah these are puppies aren't they,1
what do you think they're having,1
what kind of cake,0
that's right,1
it's a birthday cake,1
oh that is you,1
what do you think,1
what,0
we went to church yesterday and he came back and told us the public was in church,2
we asked and he said people,2
I didn't think he knew flowers he said roses,2
we asked what are these,2
and he said flowers,2
oh yes it had ivy on it,2
door,0
what else,0
you're talking about Shadow_Gay all the time,1
it's very funny,1
yes,0
I don't know why do you say that,1
what're you looking,1
that's a better one,1
who is it,1
don't know,1
cat and the mouse,0
yes scout,0
about a month ago he saw some scouts,2
who is that,1
that's not for boys,1
what do you think that is,1
no it's not a bottle,1
it's lipstick,1
just look,0
no little boys don't wear lipstick,1
only ladies,0
that's right,1
well because I know,1
that's all,1
you know,1
how do you know,1
final,0
I cannot get the knot out_of this balloon,1
if you think you can,1
you're blowing the knot out,1
that's a banjo,1
what happened,2
it's a feather,1
yes I see it,1
what do you think,1
what do you think that feather came from,1
thank_you,0
for Paul,0
I don't think Paul can have any money,1
well move and let Urs sit down,1
in my bag,0
don't frighten you,1
wait,1
wait,1
wait,1
may I see it,1
show it to me,1
what,0
don't take it apart,1
yes just like Tuffy,0
is it a happy face or a sad face,1
why don't you look and see if you can figure out what it is,1
what does it look like,1
I think he said anything,2
it doesn't look like anything,1
I think it looks like something,1
oh think a minute,1
I don't think I've ever seen anything like that,1
don't you remember,1
telephone,0
nobody's there,1
well what will you do with the other one,3
yes,0
oh what do you think that is,1
it goes in what,1
sunshine,0
leave it off,1
and come and turn this one on,1
that's fun,1
what,0
it's pretty,1
you're typing,1
wrong way,0
wheels,0
don't turn it over there,1
okay try it now,1
thank_you what is on this one,1
letter a,0
oh these are moneys money,1
thank_you,0
you're Adam,1
oh you wanna keep those for you,1
alright,0
thank_you,0
that's an egg,1
what,0
what're you doing,1
doing nothing,1
that's right,1
you're checking it,1
but I think it's better if you tried it on top here,1
no if you put it over too far the battery will fall out,1
two,0
where did it go,2
was it stand up or shine up,2
where are cowboys,1
what are cowboys doing,1
they're shooting,1
Shadow_Gay is gone,1
what happened,2
what sounds like music,1
I do,1
that nice,0
okay that's enough,1
she can get her own,1
did you tell Urs where you went yesterday,2
yesterday,0
where did you go yesterday,2
did you see piggies,2
no,0
did you see bears,2
where,0
down there where,0
the zoo,0
yes you saw one tiger and,2
leopard,0
yeah,0
where're you going,1
he says he's going to sleep because it's fourteen o'clock,1
something frightened you,2
what do you think it was,2
you think a tiger,1
what else did you see at the zoo,2
can you tell her,1
yes what else,0
yes elephants walking,2
because they like to walk,1
what else did you see,2
well I didn't see any monkeys,2
did you see the monkeys,2
I didn't think you did,2
what was in the cage that was walking back and forth,2
the big one,0
leopards,0
just looking,0
just looking,0
they have a black leopard you can see spots under the black,0
which one,0
this one,0
or the other one,0
this one,0
I don't think we saw any monkeys did we,2
what's that,1
what is that,1
what are that,1
those are monkeys,1
you didn't see the leopard,2
and this is just like the lion we saw isn't it,1
do you remember,1
porcupines,0
no thank_you,0
no more,0
well I think he might be having some where he is,1
mhm,0
yes,0
why don't you leave it on the table,1
why are you crying,1
because Mommy hugged you,2
why do you think Mommy hugged you,2
you're waking up,1
what,0
was that flower,2
you're dropping it on your shirt,1
where're you going,1
he can't say Cecile,1
he says Pucile,1
only ladies,0
what,0
whose shadow do you see,1
three minutes,0
he's pretty,1
press the button and what,1
what happens when you press the button,1
the light comes on,1
a very exasperated voice so I won't ask you any more question,3
Winstons taste good like a cigarette should,1
wait let her show you,1
oh Donald_Duck and his safety rules,0
his mouth,0
what do you think it is,1
safety rules,0
do you remember what the safety rules are,0
just like that,0
what are the rules,1
do you know the rules,1
cry boys,1
what do you think that is,1
no I don't think his mouth opens,1
I don't think he can talk,1
you talk for him,1
oh you're talking to me,1
his neck,0
I don't know,1
I don't know,1
that's his tongue,1
that's a mailbox and you can mail your penny in it,1
don't be so rough,1
over on the bench,0
pick the spoon up and just put it on the table,1
he uses the same construction for unlock,1
he says lock it off,1
don't do that,1
hours of collection,0
are you the mailman,1
well you can't go back there,1
well you can't go back there,1
well you did the other one,2
it goes just like the other one doesn't it,1
hello Adam,0
oh dear yourself,0
oh where's the caboose,1
you're looking for it,1
I don't think that's the caboose is it,1
I see the caboose,1
no you put your pennies through here,1
the mail goes in up there yes,1
the postman comes and takes it out and puts it in a big bag,1
I don't know,1
maybe it's there,1
we'll pretend that's the caboose,3
you don't know where the caboose is,1
did you tell Urs about the mailbox that Captain_Kangaroo made this morning,2
what did he use to make his mailbox,2
that spells a word,1
another what,0
thank_you,0
